customer_id,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn
1326,2,86.3,172.6,Month-to-month,UPI,Fiber,No,No,0,Yes
1327,12,114.49,1373.88,One year,Credit,Fiber,No,Yes,1,No
1328,39,65.02,2535.78,Month-to-month,UPI,DSL,Yes,No,0,No
1329,66,94.94,6266.04,Month-to-month,UPI,Fiber,Yes,No,1,No
1330,13,84.61,1099.93,One year,UPI,DSL,No,No,3,Yes
1331,46,67.29,3095.34,Month-to-month,Cash,DSL,No,No,0,Yes
1332,27,24.98,674.46,Month-to-month,Cash,None,No,Yes,1,No
1333,17,94.17,1600.89,Month-to-month,Credit,Fiber,Yes,No,2,No
1334,60,56.33,3379.8,Two year,Cash,Fiber,No,Yes,4,No
1335,64,42.45,2716.8,One year,Credit,DSL,No,Yes,2,No
1336,35,114.83,4019.05,Month-to-month,Debit,DSL,No,No,1,Yes
1337,70,97.35,6814.5,Month-to-month,Credit,Fiber,Yes,No,1,No
1338,30,116.23,3486.9,Month-to-month,Cash,DSL,No,Yes,0,Yes
1339,71,45.62,3239.02,Month-to-month,Cash,Fiber,Yes,Yes,1,No
1340,63,103.58,6525.54,Month-to-month,Debit,Fiber,No,Yes,3,No
1341,28,80.77,2261.56,One year,Debit,Fiber,Yes,Yes,1,No
1342,60,118.15,7089,Month-to-month,Credit,Fiber,Yes,No,2,No
1343,37,114.63,4241.31,One year,Credit,DSL,Yes,No,1,No
1344,22,117.3,2580.6,Two year,UPI,Fiber,No,No,1,No
1345,68,115.18,7832.24,Month-to-month,UPI,DSL,No,Yes,1,Yes
1346,20,20.77,415.4,Two year,Credit,Fiber,Yes,No,5,No
1347,68,94.11,6399.48,Two year,Debit,DSL,No,Yes,0,Yes
1348,64,47.19,3020.16,One year,Credit,DSL,No,Yes,2,No
1349,17,90.5,1538.5,Month-to-month,UPI,DSL,Yes,No,1,Yes
1350,12,118.06,1416.72,One year,Debit,DSL,No,No,3,Yes
1351,22,23.94,526.68,Two year,UPI,DSL,No,No,4,No
1352,17,76.7,1303.9,One year,Credit,Fiber,Yes,Yes,0,No
1353,10,93.5,935,Month-to-month,Credit,Fiber,No,No,2,Yes
1354,65,45.34,2947.1,One year,Cash,DSL,No,Yes,2,Yes
1355,22,42.51,935.22,Two year,Credit,Fiber,No,Yes,3,No
1356,50,26.03,1301.5,Month-to-month,Cash,Fiber,No,No,2,No
1357,14,29.39,411.46,One year,Cash,Fiber,No,Yes,1,Yes
1358,64,85.67,5482.88,Month-to-month,Cash,DSL,No,No,0,No
1359,47,70.52,3314.44,Month-to-month,Cash,Fiber,No,Yes,0,No
1360,29,23.01,667.29,Month-to-month,UPI,None,No,No,0,No
1361,36,116.97,4210.92,Month-to-month,Credit,Fiber,No,No,5,No
1362,52,85.6,4451.2,One year,Credit,Fiber,No,No,1,Yes
1363,7,71.55,500.85,Month-to-month,Credit,Fiber,No,Yes,0,No
1364,29,47.27,1370.83,Month-to-month,Cash,DSL,Yes,No,1,No
1365,11,85.81,943.91,Month-to-month,UPI,DSL,No,Yes,0,Yes
1366,33,56.42,1861.86,Month-to-month,UPI,DSL,No,No,1,No
1367,6,90.25,541.5,One year,Cash,Fiber,No,Yes,1,No
1368,32,88.26,2824.32,Month-to-month,Cash,DSL,No,No,2,Yes
1369,51,29.27,1492.77,Month-to-month,Credit,None,No,Yes,3,Yes
1370,58,110.93,6433.94,Two year,UPI,Fiber,Yes,Yes,1,No
1371,26,68.7,1786.2,Month-to-month,Debit,DSL,No,No,3,Yes
1372,46,59.29,2727.34,One year,Debit,Fiber,No,No,3,No
1373,29,115.55,3350.95,Month-to-month,Debit,Fiber,Yes,Yes,5,Yes
1374,4,63.82,255.28,Month-to-month,Debit,Fiber,No,Yes,4,Yes
1375,13,92.12,1197.56,Month-to-month,Cash,DSL,No,Yes,0,Yes
1376,39,85.51,3334.89,Month-to-month,Credit,DSL,Yes,Yes,1,No
1377,15,36.51,547.65,Month-to-month,Debit,DSL,No,Yes,3,Yes
1378,29,119.11,3454.19,Month-to-month,Credit,Fiber,No,No,2,No
1379,29,66.36,1924.44,One year,Credit,DSL,No,No,0,No
1380,32,59.48,1903.36,Month-to-month,UPI,Fiber,Yes,No,0,No
1381,2,111.96,223.92,Month-to-month,Debit,Fiber,Yes,Yes,1,Yes
1382,47,72.92,3427.24,One year,Credit,DSL,No,No,1,No
1383,22,90.51,1991.22,Month-to-month,UPI,DSL,Yes,No,2,No
1384,27,104.62,2824.74,Two year,Cash,DSL,Yes,No,1,No
1385,67,43.55,2917.85,Two year,Credit,Fiber,No,No,5,No
1386,56,36.95,2069.2,Month-to-month,Credit,DSL,Yes,Yes,0,Yes
1387,21,26.85,563.85,Two year,UPI,Fiber,No,No,0,No
1388,47,109.71,5156.37,Two year,Credit,Fiber,Yes,No,0,No
1389,59,40.04,2362.36,Two year,Cash,Fiber,No,No,1,No
1390,6,50.78,304.68,One year,Cash,Fiber,Yes,No,1,Yes
1391,19,48.58,923.02,Two year,UPI,DSL,No,Yes,2,No
1392,57,50.46,2876.22,One year,Debit,Fiber,No,No,0,No
1393,69,86.81,5989.89,Two year,Credit,DSL,Yes,No,2,No
1394,3,115.41,346.23,One year,Credit,Fiber,No,No,1,Yes
1395,1,52.95,52.95,Two year,Debit,Fiber,Yes,No,0,No
1396,58,60.76,3524.08,Month-to-month,Cash,DSL,No,No,2,No
1397,38,97.11,3690.18,One year,Credit,Fiber,No,Yes,1,Yes
1398,15,63.23,948.45,Two year,UPI,None,No,No,3,No
1399,34,112.6,3828.4,Month-to-month,UPI,DSL,Yes,No,2,No
1400,61,70.32,4289.52,Month-to-month,UPI,Fiber,Yes,No,6,Yes
1401,35,54.77,1916.95,Month-to-month,Credit,DSL,Yes,Yes,0,No
1402,64,117.16,7498.24,Two year,Debit,None,No,Yes,0,No
1403,25,62.58,1564.5,Two year,Credit,Fiber,Yes,No,3,Yes
1404,24,43.12,1034.88,Month-to-month,Debit,DSL,Yes,No,2,No
1405,12,37.77,453.24,Two year,Debit,None,Yes,No,1,No
1406,18,119.52,2151.36,Month-to-month,Credit,Fiber,Yes,No,1,No
1407,15,95.3,1429.5,Month-to-month,Cash,Fiber,No,Yes,1,Yes
1408,27,60.87,1643.49,One year,Debit,DSL,Yes,No,2,No
1409,72,102.64,7390.08,Month-to-month,Credit,None,No,Yes,1,Yes
1410,60,74.68,4480.8,Month-to-month,Cash,DSL,No,No,1,No
1411,46,51.74,2380.04,One year,Cash,DSL,Yes,Yes,0,Yes
1412,17,94.34,1603.78,Month-to-month,Credit,Fiber,No,Yes,3,Yes
1413,53,94.59,5013.27,One year,Credit,None,Yes,No,1,No
1414,8,70.02,560.16,Month-to-month,Cash,Fiber,No,No,1,No
1415,27,24.52,662.04,Two year,Credit,Fiber,No,Yes,1,No
1416,46,27.7,1274.2,One year,Cash,Fiber,No,No,1,Yes
1417,50,98.87,4943.5,One year,Cash,DSL,No,No,1,No
1418,71,102.35,7266.85,Month-to-month,Cash,Fiber,No,No,1,Yes
1419,3,87.83,263.49,Two year,UPI,Fiber,No,No,4,Yes
1420,64,103.91,6650.24,Month-to-month,Credit,Fiber,No,Yes,1,Yes
1421,44,91.95,4045.8,Month-to-month,UPI,Fiber,No,No,2,No
1422,53,109.69,5813.57,Month-to-month,Credit,None,Yes,Yes,2,No
1423,24,35.04,840.96,Two year,Debit,Fiber,No,Yes,3,Yes
1424,60,58.77,3526.2,Two year,UPI,DSL,Yes,No,1,No
1425,3,66.41,199.23,Two year,Credit,DSL,Yes,Yes,0,No
1426,20,49.77,995.4,One year,Credit,DSL,No,Yes,2,No
1427,46,92.54,4256.84,Month-to-month,Cash,DSL,No,No,1,Yes
1428,15,111.24,1668.6,Two year,Debit,Fiber,No,Yes,2,No
1429,25,61.25,1531.25,Month-to-month,Debit,DSL,No,No,0,No
1430,71,114.15,8104.65,Month-to-month,Credit,DSL,Yes,No,1,No
1431,17,71.68,1218.56,Month-to-month,Debit,DSL,No,No,0,No
1432,9,72.25,650.25,Month-to-month,Debit,Fiber,No,Yes,3,Yes
1433,38,80.02,3040.76,One year,UPI,Fiber,Yes,No,0,No
1434,48,46.83,2247.84,Month-to-month,Debit,Fiber,Yes,Yes,4,Yes
1435,60,58.34,3500.4,Month-to-month,Debit,Fiber,No,Yes,0,Yes
1436,63,75.32,4745.16,One year,Cash,None,Yes,No,0,No
1437,2,114.2,228.4,Month-to-month,Cash,Fiber,Yes,No,1,Yes
1438,72,84.27,6067.44,Month-to-month,UPI,Fiber,Yes,No,1,No
1439,11,53.31,586.41,Two year,Credit,DSL,No,No,2,No
1440,64,21.05,1347.2,Month-to-month,Cash,Fiber,No,No,2,No
1441,72,118.17,8508.24,One year,UPI,Fiber,No,No,2,No
1442,21,69.3,1455.3,Month-to-month,Debit,Fiber,Yes,No,0,No
1443,18,113.85,2049.3,Month-to-month,UPI,Fiber,No,No,2,Yes
1444,64,74.93,4795.52,One year,Cash,DSL,No,Yes,4,No
1445,38,80.55,3060.9,Month-to-month,Debit,DSL,Yes,No,2,Yes
1446,32,91.19,2918.08,Month-to-month,UPI,None,Yes,No,2,No
1447,11,52.1,573.1,Month-to-month,Cash,DSL,Yes,No,1,No
1448,45,89.9,4045.5,Month-to-month,UPI,DSL,No,No,0,Yes
1449,33,72.68,2398.44,Month-to-month,Credit,Fiber,Yes,Yes,0,No
1450,41,87.25,3577.25,Month-to-month,Debit,Fiber,No,No,1,Yes
1451,8,103.58,828.64,Month-to-month,UPI,Fiber,No,No,2,Yes
1452,11,38.42,422.62,Two year,UPI,DSL,Yes,No,2,No
1453,51,81.36,4149.36,Month-to-month,Debit,Fiber,No,No,1,Yes
1454,41,25.21,1033.61,Month-to-month,Cash,Fiber,No,No,1,No
1455,17,30.21,513.57,One year,UPI,None,Yes,No,1,No
1456,46,87.46,4023.16,Two year,Cash,Fiber,No,No,3,Yes
1457,32,27.09,866.88,Month-to-month,Credit,Fiber,No,No,0,No
1458,54,79.54,4295.16,Month-to-month,Debit,DSL,No,No,2,No
1459,20,42,840,Month-to-month,Cash,DSL,Yes,No,2,No
1460,33,50.41,1663.53,Month-to-month,Cash,None,No,No,1,No
1461,40,32.96,1318.4,Month-to-month,Cash,DSL,No,Yes,3,Yes
1462,32,44.87,1435.84,Month-to-month,Credit,Fiber,No,No,0,No
1463,2,102.13,204.26,Month-to-month,Debit,DSL,Yes,Yes,1,Yes
1464,33,83.89,2768.37,Month-to-month,Cash,Fiber,Yes,No,2,No
1465,30,114.98,3449.4,Month-to-month,Cash,Fiber,Yes,No,1,Yes
1466,33,24.87,820.71,One year,Credit,Fiber,No,Yes,2,No
1467,26,99.24,2580.24,Month-to-month,Debit,Fiber,No,Yes,1,Yes
1468,22,89.91,1978.02,Month-to-month,UPI,Fiber,No,Yes,0,No
1469,66,46.09,3041.94,Month-to-month,Debit,Fiber,No,No,3,Yes
1470,38,92.92,3530.96,Month-to-month,UPI,DSL,No,No,3,Yes
1471,46,91.65,4215.9,One year,Credit,Fiber,Yes,No,2,No
1472,15,65.93,988.95,Two year,UPI,Fiber,No,Yes,3,No
1473,44,88.86,3909.84,Month-to-month,Credit,None,Yes,No,2,No
1474,49,64.46,3158.54,Month-to-month,UPI,DSL,No,No,1,No
1475,61,53.55,3266.55,One year,Credit,DSL,Yes,No,2,Yes
1476,67,66.65,4465.55,Month-to-month,Debit,Fiber,Yes,Yes,3,Yes
1477,6,109.51,657.06,Two year,Debit,Fiber,Yes,Yes,1,No
1478,9,58.46,526.14,Month-to-month,UPI,Fiber,No,No,3,Yes
1479,6,60.37,362.22,One year,Debit,Fiber,No,Yes,2,No
1480,32,80.84,2586.88,Month-to-month,UPI,DSL,Yes,Yes,2,No
1481,41,95.3,3907.3,Month-to-month,Credit,Fiber,No,No,1,Yes
1482,8,93.46,747.68,Month-to-month,Cash,Fiber,No,No,2,No
1483,72,21.98,1582.56,One year,Credit,Fiber,Yes,No,1,No
1484,50,88.74,4437,One year,Cash,Fiber,Yes,No,3,No
1485,62,65.06,4033.72,Two year,Debit,Fiber,No,No,1,No
1486,62,72.41,4489.42,Month-to-month,Debit,DSL,No,Yes,4,Yes
1487,7,76.17,533.19,One year,UPI,None,No,No,0,No
1488,4,93.17,372.68,Month-to-month,UPI,Fiber,No,No,0,Yes
1489,6,103.13,618.78,Month-to-month,Cash,DSL,No,No,3,Yes
1490,58,84.63,4908.54,Month-to-month,Credit,Fiber,Yes,Yes,1,No
1491,22,76.39,1680.58,Month-to-month,Cash,DSL,No,No,2,No
1492,26,57.38,1491.88,One year,Cash,DSL,No,No,0,No
1493,3,33.79,101.37,Two year,Credit,Fiber,Yes,No,1,Yes
1494,41,115.86,4750.26,Month-to-month,UPI,Fiber,No,Yes,2,Yes
1495,60,66.18,3970.8,Month-to-month,Debit,Fiber,No,No,1,No
1496,14,76.62,1072.68,One year,Debit,Fiber,Yes,Yes,0,No
1497,12,95.11,1141.32,Two year,UPI,DSL,Yes,No,3,Yes
1498,12,26.84,322.08,Month-to-month,Cash,Fiber,Yes,Yes,4,No
1499,13,105.5,1371.5,Two year,UPI,DSL,No,No,2,No
1500,25,99.7,2492.5,Two year,Cash,DSL,Yes,No,1,No
1501,45,97.44,4384.8,Month-to-month,Debit,Fiber,No,No,1,Yes
1502,19,22.2,421.8,One year,Cash,None,No,Yes,0,No
1503,55,72.65,3995.75,Month-to-month,Debit,Fiber,Yes,No,1,No
1504,45,25.43,1144.35,One year,Debit,None,Yes,Yes,0,Yes
1505,8,75.09,600.72,Month-to-month,Cash,Fiber,No,No,2,No
1506,53,91.84,4867.52,Month-to-month,Debit,Fiber,No,Yes,1,Yes
1507,55,32.19,1770.45,Month-to-month,UPI,DSL,No,No,0,No
1508,32,89.49,2863.68,One year,Cash,None,No,No,2,No
1509,51,64.95,3312.45,Two year,Credit,Fiber,Yes,No,2,No
1510,44,101.16,4451.04,Month-to-month,Debit,DSL,Yes,Yes,2,Yes
1511,70,73.36,5135.2,Month-to-month,Cash,Fiber,Yes,Yes,0,No
1512,18,53.61,964.98,Two year,Cash,DSL,No,Yes,1,No
1513,22,53.2,1170.4,Month-to-month,Cash,DSL,Yes,No,2,No
1514,37,109.75,4060.75,Two year,Credit,DSL,No,No,0,No
1515,56,65.29,3656.24,One year,Credit,Fiber,Yes,Yes,2,No
1516,59,60.58,3574.22,One year,Debit,None,No,No,1,No
1517,3,23.99,71.97,Month-to-month,UPI,Fiber,No,No,1,Yes
1518,28,56.43,1580.04,Month-to-month,Credit,Fiber,Yes,No,1,No
1519,35,104.96,3673.6,Month-to-month,Credit,None,Yes,No,5,Yes
1520,61,96.1,5862.1,Month-to-month,Cash,Fiber,No,No,1,Yes
1521,54,42.09,2272.86,Month-to-month,Cash,DSL,No,No,0,No
1522,63,61.31,3862.53,Month-to-month,UPI,DSL,No,Yes,3,Yes
1523,7,39.66,277.62,One year,Debit,Fiber,No,No,2,No
1524,49,115.42,5655.58,Two year,Cash,Fiber,Yes,Yes,1,No
1525,31,79.81,2474.11,Month-to-month,Debit,Fiber,No,No,1,No
1526,58,95.44,5535.52,One year,UPI,DSL,Yes,Yes,2,Yes
1527,61,91.38,5574.18,Two year,UPI,Fiber,Yes,No,2,No
1528,24,107.37,2576.88,Month-to-month,Credit,Fiber,No,Yes,0,Yes
1529,20,114.93,2298.6,One year,Debit,DSL,No,Yes,0,No
1530,37,23.24,859.88,Month-to-month,Cash,Fiber,Yes,No,0,No
1531,4,117.53,470.12,Month-to-month,Cash,Fiber,Yes,No,2,No
1532,20,107.05,2141,Two year,Debit,DSL,No,Yes,0,No
1533,60,58.29,3497.4,Two year,Cash,Fiber,Yes,No,4,No
1534,24,103.71,2489.04,Month-to-month,Cash,Fiber,No,Yes,1,Yes
1535,50,93.66,4683,Month-to-month,Cash,DSL,Yes,Yes,3,Yes
1536,49,99.31,4866.19,Two year,Cash,Fiber,No,No,0,No
1537,51,42.07,2145.57,Two year,UPI,None,No,No,3,No
1538,36,84.86,3054.96,One year,UPI,DSL,No,No,0,No
1539,66,22.59,1490.94,Month-to-month,Cash,Fiber,Yes,Yes,2,No
1540,34,104.82,3563.88,One year,Debit,Fiber,Yes,No,1,No
1541,36,115.1,4143.6,Month-to-month,Cash,Fiber,Yes,Yes,0,No
1542,6,86.21,517.26,Two year,Debit,DSL,No,No,3,Yes
1543,39,71.27,2779.53,Month-to-month,Debit,DSL,No,No,0,Yes
1544,42,92.57,3887.94,One year,Credit,Fiber,No,Yes,6,Yes
1545,58,52.64,3053.12,Month-to-month,Credit,DSL,No,No,2,No
1546,12,82.64,991.68,Month-to-month,Credit,None,No,Yes,1,Yes
1547,3,91.9,275.7,One year,Debit,DSL,Yes,Yes,2,No
1548,18,34.27,616.86,Month-to-month,Debit,DSL,No,No,4,Yes
1549,40,34.01,1360.4,One year,Debit,Fiber,Yes,Yes,2,No
1550,21,91.61,1923.81,One year,Debit,None,No,Yes,2,Yes
1551,15,63.18,947.7,Month-to-month,Debit,DSL,No,No,1,No
1552,26,108.92,2831.92,One year,UPI,Fiber,No,Yes,1,No
1553,8,51.19,409.52,One year,Cash,Fiber,No,No,2,No
1554,42,24.24,1018.08,Month-to-month,Credit,Fiber,No,No,4,Yes
1555,44,84.99,3739.56,Month-to-month,Debit,DSL,No,No,1,Yes
1556,14,88.42,1237.88,Month-to-month,UPI,Fiber,No,No,1,Yes
1557,2,75.36,150.72,Month-to-month,Credit,None,No,No,1,Yes
1558,37,88.33,3268.21,Month-to-month,Cash,DSL,Yes,No,1,No
1559,69,72.38,4994.22,Two year,UPI,Fiber,Yes,No,0,Yes
1560,38,89.26,3391.88,One year,Debit,DSL,Yes,Yes,1,No
1561,41,24.39,999.99,Month-to-month,UPI,Fiber,No,Yes,1,No
1562,62,56.84,3524.08,One year,UPI,DSL,No,No,3,No
1563,60,41.08,2464.8,One year,Cash,Fiber,No,Yes,1,No
1564,14,29.93,419.02,Month-to-month,UPI,DSL,Yes,Yes,1,No
1565,2,43.41,86.82,Month-to-month,Credit,Fiber,No,No,1,Yes
1566,70,39.13,2739.1,One year,UPI,Fiber,No,No,3,No
1567,17,117.31,1994.27,Month-to-month,Credit,Fiber,Yes,Yes,1,Yes
1568,28,48.65,1362.2,One year,Debit,DSL,Yes,Yes,1,Yes
1569,66,43.1,2844.6,Month-to-month,Debit,Fiber,Yes,Yes,0,No
1570,35,103.49,3622.15,One year,Credit,DSL,No,Yes,3,Yes
1571,5,61.91,309.55,One year,Debit,Fiber,No,Yes,0,No
1572,65,62.15,4039.75,Month-to-month,Cash,Fiber,Yes,No,0,Yes
1573,40,64.36,2574.4,Month-to-month,Cash,DSL,No,Yes,2,No
1574,56,61.65,3452.4,One year,Cash,Fiber,No,No,4,No
1575,36,52.66,1895.76,One year,Cash,Fiber,No,Yes,1,Yes
1576,45,48.63,2188.35,One year,Credit,DSL,No,Yes,1,No
1577,23,108.2,2488.6,Two year,Cash,Fiber,No,Yes,1,No
1578,47,36.17,1699.99,Month-to-month,Credit,DSL,No,Yes,0,No
1579,31,38.11,1181.41,Month-to-month,UPI,DSL,No,No,0,Yes
1580,11,77.17,848.87,One year,Credit,DSL,No,Yes,0,No
1581,10,54.37,543.7,Month-to-month,Debit,Fiber,Yes,No,4,No
1582,67,62.15,4164.05,Month-to-month,Cash,Fiber,No,No,2,Yes
1583,14,100.65,1409.1,One year,Credit,Fiber,Yes,No,4,No
1584,10,110.36,1103.6,Two year,Credit,DSL,No,No,1,No
1585,1,99.06,99.06,Month-to-month,Credit,DSL,No,Yes,2,Yes
1586,5,43.49,217.45,Month-to-month,UPI,Fiber,No,No,1,Yes
1587,20,118,2360,One year,Credit,None,No,No,1,No
1588,8,56.32,450.56,Month-to-month,Cash,None,No,No,0,Yes
1589,43,36.91,1587.13,Month-to-month,Debit,Fiber,No,Yes,1,No
1590,1,69.95,69.95,One year,UPI,Fiber,Yes,No,0,No
1591,57,92.53,5274.21,Month-to-month,Debit,Fiber,No,No,0,Yes
1592,64,28.33,1813.12,Month-to-month,UPI,None,Yes,Yes,1,No
1593,28,83.43,2336.04,Month-to-month,UPI,DSL,No,Yes,4,Yes
1594,37,105.81,3914.97,Month-to-month,Cash,None,No,Yes,4,Yes
1595,47,46.18,2170.46,One year,Debit,Fiber,Yes,Yes,3,No
1596,37,89.31,3304.47,Month-to-month,Debit,None,No,No,1,No
1597,49,59.99,2939.51,Month-to-month,UPI,DSL,Yes,No,1,No
1598,44,61.41,2702.04,Month-to-month,Cash,Fiber,No,No,2,Yes
1599,56,48.08,2692.48,Two year,Cash,DSL,No,No,1,No
1600,28,82.44,2308.32,Two year,UPI,DSL,No,No,1,No
1601,6,56.1,336.6,Two year,Debit,Fiber,No,No,3,No
1602,61,103.09,6288.49,Month-to-month,UPI,DSL,Yes,No,0,No
1603,20,116.29,2325.8,Month-to-month,UPI,DSL,Yes,Yes,3,Yes
1604,2,113.51,227.02,One year,UPI,Fiber,Yes,Yes,1,No
1605,37,36.31,1343.47,Month-to-month,Cash,DSL,Yes,No,0,No
1606,20,21.42,428.4,One year,UPI,DSL,No,Yes,1,Yes
1607,26,63.85,1660.1,Month-to-month,UPI,None,Yes,No,0,No
1608,29,92.89,2693.81,Month-to-month,Credit,DSL,Yes,Yes,2,No
1609,1,117.75,117.75,Month-to-month,Cash,DSL,Yes,No,0,Yes
1610,35,98.34,3441.9,Month-to-month,Cash,Fiber,No,No,1,Yes
1611,70,78.05,5463.5,One year,Credit,Fiber,No,No,1,Yes
1612,59,22.64,1335.76,One year,UPI,DSL,No,Yes,0,No
1613,69,102.55,7075.95,Month-to-month,Cash,Fiber,Yes,No,0,No
1614,33,37.71,1244.43,Two year,Credit,Fiber,Yes,Yes,0,No
1615,51,25.56,1303.56,Month-to-month,UPI,Fiber,Yes,Yes,0,No
1616,12,105.04,1260.48,Two year,Cash,Fiber,No,Yes,1,No
1617,20,76.63,1532.6,Month-to-month,Cash,DSL,No,No,1,No
1618,53,32.86,1741.58,One year,UPI,None,No,No,1,No
1619,43,58.65,2521.95,Two year,UPI,Fiber,No,Yes,2,No
1620,50,28.55,1427.5,One year,Credit,Fiber,No,Yes,4,No
1621,29,83.8,2430.2,Month-to-month,UPI,None,Yes,No,1,Yes
1622,57,48.24,2749.68,Month-to-month,Credit,Fiber,Yes,No,3,No
1623,39,106.61,4157.79,Month-to-month,UPI,DSL,Yes,Yes,2,No
1624,56,55.78,3123.68,Month-to-month,Cash,None,Yes,No,1,No
1625,43,69.46,2986.78,One year,Credit,None,No,Yes,1,Yes
1626,50,26.35,1317.5,One year,Credit,Fiber,No,No,1,No
1627,23,47.56,1093.88,Month-to-month,Debit,Fiber,No,Yes,3,Yes
1628,44,87.68,3857.92,Month-to-month,Cash,DSL,Yes,No,0,Yes
1629,38,93.63,3557.94,One year,UPI,DSL,No,No,1,No
1630,23,44.28,1018.44,Month-to-month,Credit,DSL,No,No,1,No
1631,45,70.38,3167.1,One year,Debit,DSL,Yes,No,1,No
1632,52,101.75,5291,Month-to-month,UPI,DSL,Yes,Yes,2,No
1633,50,57.99,2899.5,Month-to-month,Cash,Fiber,No,No,1,No
1634,8,33.38,267.04,Two year,Credit,DSL,No,Yes,1,No
1635,1,63.19,63.19,Month-to-month,Debit,Fiber,Yes,No,0,No
1636,8,80.06,640.48,One year,Debit,Fiber,Yes,Yes,3,No
1637,29,20.74,601.46,Month-to-month,Debit,DSL,No,Yes,1,No
1638,5,54.86,274.3,Month-to-month,Credit,DSL,Yes,No,0,No
1639,47,80.74,3794.78,Two year,Cash,DSL,No,No,2,No
1640,34,115.19,3916.46,One year,UPI,DSL,No,No,3,Yes
1641,65,60.85,3955.25,Two year,UPI,Fiber,No,Yes,3,No
1642,55,36.3,1996.5,Two year,Debit,DSL,No,No,1,No
1643,43,73.42,3157.06,Month-to-month,UPI,Fiber,Yes,No,1,No
1644,30,48.58,1457.4,Two year,Cash,Fiber,No,No,2,No
1645,17,41.48,705.16,Month-to-month,Debit,DSL,No,No,2,No
1646,26,79.04,2055.04,Month-to-month,Cash,Fiber,Yes,No,0,No
1647,8,111.59,892.72,One year,Cash,Fiber,Yes,No,0,No
1648,47,103.52,4865.44,Month-to-month,Credit,DSL,No,No,2,Yes
1649,72,38.23,2752.56,Two year,Credit,Fiber,No,No,3,Yes
1650,46,96.59,4443.14,Month-to-month,UPI,Fiber,No,Yes,2,Yes
1651,68,42.99,2923.32,Month-to-month,Debit,None,Yes,Yes,1,No
1652,33,49.07,1619.31,Month-to-month,Credit,None,No,Yes,2,No
1653,1,112.01,112.01,Month-to-month,UPI,Fiber,No,Yes,2,Yes
1654,19,111.11,2111.09,Month-to-month,Debit,DSL,Yes,No,1,Yes
1655,31,36.86,1142.66,Month-to-month,Cash,DSL,Yes,No,3,No
1656,14,26.42,369.88,One year,Cash,Fiber,No,No,2,No
1657,53,49.31,2613.43,Two year,Credit,DSL,No,Yes,0,No
1658,48,78.18,3752.64,Month-to-month,Cash,Fiber,Yes,No,2,No
1659,69,107.69,7430.61,Month-to-month,UPI,DSL,No,No,3,Yes
1660,62,31.88,1976.56,Month-to-month,Debit,DSL,Yes,No,0,Yes
1661,66,61.5,4059,Month-to-month,Debit,DSL,Yes,No,2,No
1662,64,47.17,3018.88,Month-to-month,Credit,Fiber,Yes,Yes,0,No
1663,70,21.49,1504.3,Month-to-month,UPI,Fiber,No,No,0,No
1664,63,98.84,6226.92,One year,UPI,Fiber,No,No,1,No
1665,33,101.33,3343.89,Month-to-month,Debit,Fiber,Yes,No,4,No
1666,41,42.12,1726.92,Month-to-month,Credit,Fiber,No,No,2,No
1667,48,35.12,1685.76,Two year,Credit,Fiber,No,Yes,0,No
1668,13,34.46,447.98,One year,Cash,Fiber,No,Yes,1,No
1669,31,66.39,2058.09,Month-to-month,UPI,DSL,No,Yes,0,No
1670,68,44.65,3036.2,One year,Cash,Fiber,Yes,Yes,0,Yes
1671,4,71.14,284.56,Month-to-month,Cash,DSL,No,No,4,Yes
1672,19,58.49,1111.31,One year,Debit,Fiber,No,No,1,No
1673,70,41.09,2876.3,Two year,UPI,DSL,No,No,0,No
1674,13,95.12,1236.56,Month-to-month,UPI,Fiber,No,Yes,3,Yes
1675,23,35.04,805.92,One year,Debit,Fiber,No,No,2,No
1676,1,99.89,99.89,One year,Credit,Fiber,No,No,2,Yes
1677,54,76.14,4111.56,One year,Cash,Fiber,Yes,No,0,No
1678,71,103.2,7327.2,Two year,Cash,Fiber,No,No,2,No
1679,15,20.48,307.2,Month-to-month,Cash,DSL,Yes,No,1,No
1680,65,94.92,6169.8,One year,Cash,Fiber,Yes,Yes,0,No
1681,71,25.15,1785.65,Two year,UPI,DSL,No,Yes,2,No
1682,15,115.01,1725.15,Month-to-month,Debit,Fiber,No,Yes,2,Yes
1683,21,90.27,1895.67,Month-to-month,Credit,None,No,No,3,Yes
1684,19,52.02,988.38,One year,Debit,DSL,Yes,No,2,Yes
1685,60,51.99,3119.4,One year,Debit,Fiber,Yes,No,0,No
1686,33,106.15,3502.95,Month-to-month,Cash,Fiber,No,No,1,Yes
1687,49,110.28,5403.72,Month-to-month,Cash,DSL,No,No,2,Yes
1688,35,109.16,3820.6,Two year,Cash,DSL,No,Yes,2,No
1689,44,100.87,4438.28,Month-to-month,Debit,DSL,No,No,0,No
1690,11,101.9,1120.9,Month-to-month,Credit,Fiber,No,No,4,Yes
1691,72,77.28,5564.16,Two year,Credit,DSL,No,Yes,1,No
1692,66,22.82,1506.12,Month-to-month,Credit,Fiber,Yes,Yes,0,No
1693,46,28.68,1319.28,One year,UPI,Fiber,Yes,Yes,2,No
1694,9,84.96,764.64,One year,UPI,DSL,Yes,No,2,No
1695,3,60.12,180.36,Two year,Cash,None,Yes,No,1,No
